Id,wnv_probablitiy
1275,0.017068376682317133
1276,0.017068376682317133
1277,0.017068376682317133
1278,0.017068376682317133
1279,0.017068376682317133
1280,0.017068376682317133
1281,0.012773565767531452
1282,0.012773565767531452
1283,0.012773565767531452
1284,0.012773565767531452
1285,0.012773565767531452
1286,0.012773565767531452
1287,0.012773565767531452
1288,0.012773565767531452
1289,0.017068376682317133
1290,0.017068376682317133
1291,0.017068376682317133
1292,0.017068376682317133
1293,0.017068376682317133
1294,0.017068376682317133
1295,0.017068376682317133
1296,0.017068376682317133
1297,0.012773565767531452
1298,0.012773565767531452
1299,0.012773565767531452
1300,0.012773565767531452
1301,0.012773565767531452
1302,0.012773565767531452
1303,0.012773565767531452
1304,0.012773565767531452
1305,0.012773565767531452
1306,0.012773565767531452
1307,0.012773565767531452
1308,0.012773565767531452
1309,0.012773565767531452
1310,0.012773565767531452
1311,0.012773565767531452
1312,0.012773565767531452
1313,0.017068376682317133
1314,0.017068376682317133
1315,0.017068376682317133
1316,0.017068376682317133
1317,0.017068376682317133
1318,0.017068376682317133
1319,0.017068376682317133
1320,0.017068376682317133
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,0.0
1327,0.0
1328,0.0
1329,0.0
1330,0.0
1331,0.0
1332,0.0
1333,0.0
1334,0.0
1335,0.0
1336,0.0
1337,0.0
1338,0.0
1339,0.0
1340,0.0
1341,0.0
1342,0.0
1343,0.0
1344,0.0
1345,0.029841942449848585
1346,0.029841942449848585
1347,0.029841942449848585
1348,0.029841942449848585
1349,0.029841942449848585
1350,0.029841942449848585
1351,0.029841942449848585
1352,0.029841942449848585
1353,0.0
1354,0.0
1355,0.0
1356,0.0
1357,0.0
1358,0.0
1359,0.0
1360,0.0
1361,0.0
1362,0.0
1363,0.0
1364,0.0
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1369,0.0
1370,0.0
1371,0.0
1372,0.0
1373,0.0
1374,0.0
1375,0.0
1376,0.0
1377,0.0
1378,0.0
1379,0.0
1380,0.0
1381,0.0
1382,0.0
1383,0.0
1384,0.0
1385,0.0
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,0.0
1394,0.0
1395,0.0
1396,0.0
1397,0.0
1398,0.0
1399,0.0
1400,0.0
1401,0.0
1402,0.0
1403,0.0
1404,0.0
1405,0.0
1406,0.0
1407,0.0
1408,0.0
1409,0.0
1410,0.0
1411,0.0
1412,0.0
1413,0.0
1414,0.0
1415,0.0
1416,0.0
1417,0.012773565767531452
1418,0.012773565767531452
1419,0.012773565767531452
1420,0.012773565767531452
1421,0.012773565767531452
1422,0.012773565767531452
1423,0.012773565767531452
1424,0.012773565767531452
1425,0.0
1426,0.0
1427,0.0
1428,0.0
1429,0.0
1430,0.0
1431,0.0
1432,0.0
1433,0.017068376682317133
1434,0.017068376682317133
1435,0.017068376682317133
1436,0.017068376682317133
1437,0.017068376682317133
1438,0.017068376682317133
1439,0.017068376682317133
1440,0.017068376682317133
1441,0.03551026659720442
1442,0.03551026659720442
1443,0.03551026659720442
1444,0.03551026659720442
1445,0.03551026659720442
1446,0.03551026659720442
1447,0.03551026659720442
1448,0.03551026659720442
1449,0.0
1450,0.0
1451,0.0
1452,0.0
1453,0.0
1454,0.0
1455,0.0
1456,0.0
1457,0.0
1458,0.0
1459,0.0
1460,0.0
1461,0.0
1462,0.0
1463,0.0
1464,0.0
1465,0.017068376682317133
1466,0.017068376682317133
1467,0.017068376682317133
1468,0.017068376682317133
1469,0.017068376682317133
1470,0.017068376682317133
1471,0.017068376682317133
1472,0.017068376682317133
1473,0.0
1474,0.0
1475,0.0
1476,0.0
1477,0.0
1478,0.0
1479,0.0
1480,0.0
1481,0.0
1482,0.0
1483,0.0
1484,0.0
1485,0.0
1486,0.0
1487,0.0
1488,0.0
1489,0.0
1490,0.0
1491,0.0
1492,0.0
1493,0.0
1494,0.0
1495,0.0
1496,0.0
1497,0.0
1498,0.0
1499,0.0
1500,0.0
1501,0.0
1502,0.0
1503,0.0
1504,0.0
1505,0.0
1506,0.0
1507,0.0
1508,0.0
1509,0.0
1510,0.0
1511,0.0
1512,0.0
1513,0.0
1514,0.0
1515,0.0
1516,0.0
1517,0.0
1518,0.0
1519,0.0
1520,0.0
1521,0.0
1522,0.0
1523,0.0
1524,0.0
1525,0.0
1526,0.0
1527,0.0
1528,0.0
1529,0.03551026659720442
1530,0.03551026659720442
1531,0.03551026659720442
1532,0.03551026659720442
1533,0.03551026659720442
1534,0.03551026659720442
1535,0.03551026659720442
1536,0.03551026659720442
1537,0.029841942449848585
1538,0.029841942449848585
1539,0.029841942449848585
1540,0.029841942449848585
1541,0.029841942449848585
1542,0.029841942449848585
1543,0.029841942449848585
1544,0.029841942449848585
1545,0.0
1546,0.0
1547,0.0
1548,0.0
1549,0.0
1550,0.0
1551,0.0
1552,0.0
1553,0.0
1554,0.0
1555,0.0
1556,0.0
1557,0.0
1558,0.0
1559,0.0
1560,0.0
1561,0.0
1562,0.0
1563,0.0
1564,0.0
1565,0.0
1566,0.0
1567,0.0
1568,0.0
1569,0.0
1570,0.0
1571,0.0
1572,0.0
1573,0.0
1574,0.0
1575,0.0
1576,0.0
1577,0.0
1578,0.0
1579,0.0
1580,0.0
1581,0.0
1582,0.0
1583,0.0
1584,0.0
1585,0.0
1586,0.0
1587,0.0
1588,0.0
1589,0.0
1590,0.0
1591,0.0
1592,0.0
1593,0.0
1594,0.0
1595,0.0
1596,0.0
1597,0.0
1598,0.0
1599,0.0
1600,0.0
1601,0.0
1602,0.0
1603,0.0
1604,0.0
1605,0.0
1606,0.0
1607,0.0
1608,0.0
1609,0.0
1610,0.0
1611,0.0
1612,0.0
1613,0.0
1614,0.0
1615,0.0
1616,0.0
1617,0.0
1618,0.0
1619,0.0
1620,0.0
1621,0.0
1622,0.0
1623,0.0
1624,0.0
1625,0.0
1626,0.0
1627,0.0
1628,0.0
1629,0.0
1630,0.0
1631,0.0
1632,0.0
1633,0.0
1634,0.0
1635,0.0
1636,0.0
1637,0.0
1638,0.0
1639,0.0
1640,0.0
1641,0.0
1642,0.0
1643,0.0
1644,0.0
1645,0.0
1646,0.0
1647,0.0
1648,0.0
1649,0.029841942449848585
1650,0.029841942449848585
1651,0.029841942449848585
1652,0.029841942449848585
1653,0.029841942449848585
1654,0.029841942449848585
1655,0.029841942449848585
1656,0.029841942449848585
1657,0.0
1658,0.0
1659,0.0
1660,0.0
1661,0.0
1662,0.0
1663,0.0
1664,0.0
1665,0.012773565767531452
1666,0.012773565767531452
1667,0.012773565767531452
1668,0.012773565767531452
1669,0.012773565767531452
1670,0.012773565767531452
1671,0.012773565767531452
1672,0.012773565767531452
1673,0.0
1674,0.0
1675,0.0
1676,0.0
1677,0.0
1678,0.0
1679,0.0
1680,0.0
1681,0.0
1682,0.0
1683,0.0
1684,0.0
1685,0.0
1686,0.0
1687,0.0
1688,0.0
1689,0.0
1690,0.0
1691,0.0
1692,0.0
1693,0.0
1694,0.0
1695,0.0
1696,0.0
1697,0.0
1698,0.0
1699,0.0
1700,0.0
1701,0.0
1702,0.0
1703,0.0
1704,0.0
1705,0.0
1706,0.0
1707,0.0
1708,0.0
1709,0.0
1710,0.0
1711,0.0
1712,0.0
1713,0.029841942449848585
1714,0.029841942449848585
1715,0.029841942449848585
1716,0.029841942449848585
1717,0.029841942449848585
1718,0.029841942449848585
1719,0.029841942449848585
1720,0.029841942449848585
1721,0.0
1722,0.0
1723,0.0
1724,0.0
1725,0.0
1726,0.0
1727,0.0
1728,0.0
1729,0.0
1730,0.0
1731,0.0
1732,0.0
1733,0.0
1734,0.0
1735,0.0
1736,0.0
1737,0.0
1738,0.0
1739,0.0
1740,0.0
1741,0.0
1742,0.0
1743,0.0
1744,0.0
1745,0.0
1746,0.0
1747,0.0
1748,0.0
1749,0.0
1750,0.0
1751,0.0
1752,0.0
1753,0.0
1754,0.0
1755,0.0
1756,0.0
1757,0.0
1758,0.0
1759,0.0
1760,0.0
1761,0.012773565767531452
1762,0.012773565767531452
1763,0.012773565767531452
1764,0.012773565767531452
1765,0.012773565767531452
1766,0.012773565767531452
1767,0.012773565767531452
1768,0.012773565767531452
1769,0.0
1770,0.0
1771,0.0
1772,0.0
1773,0.0
1774,0.0
1775,0.0
1776,0.0
1777,0.0
1778,0.0
1779,0.0
1780,0.0
1781,0.0
1782,0.0
1783,0.0
1784,0.0
1785,0.0
1786,0.0
1787,0.0
1788,0.0
1789,0.0
1790,0.0
1791,0.0
1792,0.0
1793,0.0
1794,0.0
1795,0.0
1796,0.0
1797,0.0
1798,0.0
1799,0.0
1800,0.0
1801,0.0
1802,0.0
1803,0.0
1804,0.0
1805,0.0
1806,0.0
1807,0.0
1808,0.0
1809,0.0
1810,0.0
1811,0.0
1812,0.0
1813,0.0
1814,0.0
1815,0.0
1816,0.0
1817,0.0
1818,0.0
1819,0.0
1820,0.0
1821,0.0
1822,0.0
1823,0.0
1824,0.0
1825,0.0
1826,0.0
1827,0.0
1828,0.0
1829,0.0
1830,0.0
1831,0.0
1832,0.0
1833,0.0
1834,0.0
1835,0.0
1836,0.0
1837,0.0
1838,0.0
1839,0.0
1840,0.0
1841,0.0
1842,0.0
1843,0.0
1844,0.0
1845,0.0
1846,0.0
1847,0.0
1848,0.0
1849,0.0
1850,0.0
1851,0.0
1852,0.0
1853,0.0
1854,0.0
1855,0.0
1856,0.0
1857,0.0
1858,0.0
1859,0.0
1860,0.0
1861,0.0
1862,0.0
1863,0.0
1864,0.0
1865,0.0
1866,0.0
1867,0.0
1868,0.0
1869,0.0
1870,0.0
1871,0.0
1872,0.0
1873,0.017068376682317133
1874,0.017068376682317133
1875,0.017068376682317133
1876,0.017068376682317133
1877,0.017068376682317133
1878,0.017068376682317133
1879,0.017068376682317133
1880,0.017068376682317133
1881,0.0
1882,0.0
1883,0.0
1884,0.0
1885,0.0
1886,0.0
1887,0.0
1888,0.0
1889,0.017068376682317133
1890,0.017068376682317133
1891,0.017068376682317133
1892,0.017068376682317133
1893,0.017068376682317133
1894,0.017068376682317133
1895,0.017068376682317133
1896,0.017068376682317133
1897,0.017068376682317133
1898,0.017068376682317133
1899,0.017068376682317133
1900,0.017068376682317133
1901,0.017068376682317133
1902,0.017068376682317133
1903,0.017068376682317133
1904,0.017068376682317133
1905,0.017068376682317133
1906,0.017068376682317133
1907,0.017068376682317133
1908,0.017068376682317133
1909,0.017068376682317133
1910,0.017068376682317133
1911,0.017068376682317133
1912,0.017068376682317133
1913,0.017068376682317133
1914,0.017068376682317133
1915,0.017068376682317133
1916,0.017068376682317133
1917,0.017068376682317133
1918,0.017068376682317133
1919,0.017068376682317133
1920,0.017068376682317133
1921,0.017068376682317133
1922,0.017068376682317133
1923,0.017068376682317133
1924,0.017068376682317133
1925,0.017068376682317133
1926,0.017068376682317133
1927,0.017068376682317133
1928,0.017068376682317133
1929,0.017068376682317133
1930,0.017068376682317133
1931,0.017068376682317133
1932,0.017068376682317133
1933,0.017068376682317133
1934,0.017068376682317133
1935,0.017068376682317133
1936,0.017068376682317133
1937,0.017068376682317133
1938,0.017068376682317133
1939,0.017068376682317133
1940,0.017068376682317133
1941,0.017068376682317133
1942,0.017068376682317133
1943,0.017068376682317133
1944,0.017068376682317133
1945,0.017068376682317133
1946,0.017068376682317133
1947,0.017068376682317133
1948,0.017068376682317133
1949,0.017068376682317133
1950,0.017068376682317133
1951,0.017068376682317133
1952,0.017068376682317133
1953,0.0
1954,0.0
1955,0.0
1956,0.0
1957,0.0
1958,0.0
1959,0.0
1960,0.0
1961,0.0
1962,0.0
1963,0.0
1964,0.0
1965,0.0
1966,0.0
1967,0.0
1968,0.0
1969,0.0
1970,0.0
1971,0.0
1972,0.0
1973,0.0
1974,0.0
1975,0.0
1976,0.0
1977,0.05257864327952155
1978,0.05257864327952155
1979,0.05257864327952155
1980,0.05257864327952155
1981,0.05257864327952155
1982,0.05257864327952155
1983,0.05257864327952155
1984,0.05257864327952155
1985,0.029841942449848585
1986,0.029841942449848585
1987,0.029841942449848585
1988,0.029841942449848585
1989,0.029841942449848585
1990,0.029841942449848585
1991,0.029841942449848585
1992,0.029841942449848585
1993,0.05257864327952155
1994,0.05257864327952155
1995,0.05257864327952155
1996,0.05257864327952155
1997,0.05257864327952155
1998,0.05257864327952155
1999,0.05257864327952155
2000,0.05257864327952155
2001,0.017068376682317133
2002,0.017068376682317133
2003,0.017068376682317133
2004,0.017068376682317133
2005,0.017068376682317133
2006,0.017068376682317133
2007,0.017068376682317133
2008,0.017068376682317133
2009,0.017068376682317133
2010,0.017068376682317133
2011,0.017068376682317133
2012,0.017068376682317133
2013,0.017068376682317133
2014,0.017068376682317133
2015,0.017068376682317133
2016,0.017068376682317133
2017,0.05257864327952155
2018,0.05257864327952155
2019,0.05257864327952155
2020,0.05257864327952155
2021,0.05257864327952155
2022,0.05257864327952155
2023,0.05257864327952155
2024,0.05257864327952155
2025,0.029841942449848585
2026,0.029841942449848585
2027,0.029841942449848585
2028,0.029841942449848585
2029,0.029841942449848585
2030,0.029841942449848585
2031,0.029841942449848585
2032,0.029841942449848585
2033,0.029841942449848585
2034,0.029841942449848585
2035,0.029841942449848585
2036,0.029841942449848585
2037,0.029841942449848585
2038,0.029841942449848585
2039,0.029841942449848585
2040,0.029841942449848585
2041,0.029841942449848585
2042,0.029841942449848585
2043,0.029841942449848585
2044,0.029841942449848585
2045,0.029841942449848585
2046,0.029841942449848585
2047,0.029841942449848585
2048,0.029841942449848585
2049,0.0
2050,0.0
2051,0.0
2052,0.0
2053,0.0
2054,0.0
2055,0.0
2056,0.0
2057,0.0
2058,0.0
2059,0.0
2060,0.0
2061,0.0
2062,0.0
2063,0.0
2064,0.0
2065,0.05257864327952155
2066,0.05257864327952155
2067,0.05257864327952155
2068,0.05257864327952155
2069,0.05257864327952155
2070,0.05257864327952155
2071,0.05257864327952155
2072,0.05257864327952155
2073,0.017068376682317133
2074,0.017068376682317133
2075,0.017068376682317133
2076,0.017068376682317133
2077,0.017068376682317133
2078,0.017068376682317133
2079,0.017068376682317133
2080,0.017068376682317133
2081,0.029841942449848585
2082,0.029841942449848585
2083,0.029841942449848585
2084,0.029841942449848585
2085,0.029841942449848585
2086,0.029841942449848585
2087,0.029841942449848585
2088,0.029841942449848585
2089,0.017068376682317133
2090,0.017068376682317133
2091,0.017068376682317133
2092,0.017068376682317133
2093,0.017068376682317133
2094,0.017068376682317133
2095,0.017068376682317133
2096,0.017068376682317133
2097,0.029841942449848585
2098,0.029841942449848585
2099,0.029841942449848585
2100,0.029841942449848585
2101,0.029841942449848585
2102,0.029841942449848585
2103,0.029841942449848585
2104,0.029841942449848585
2105,0.0
2106,0.0
2107,0.0
2108,0.0
2109,0.0
2110,0.0
2111,0.0
2112,0.0
2113,0.0
2114,0.0
2115,0.0
2116,0.0
2117,0.0
2118,0.0
2119,0.0
2120,0.0
2121,0.0
2122,0.0
2123,0.0
2124,0.0
2125,0.0
2126,0.0
2127,0.0
2128,0.0
2129,0.05257864327952155
2130,0.05257864327952155
2131,0.05257864327952155
2132,0.05257864327952155
2133,0.05257864327952155
2134,0.05257864327952155
2135,0.05257864327952155
2136,0.05257864327952155
2137,0.0
2138,0.0
2139,0.0
2140,0.0
2141,0.0
2142,0.0
2143,0.0
2144,0.0
2145,0.0
2146,0.0
2147,0.0
2148,0.0
2149,0.0
2150,0.0
2151,0.0
2152,0.0
2153,0.0
2154,0.0
2155,0.0
2156,0.0
2157,0.0
2158,0.0
2159,0.0
2160,0.0
2161,0.012773565767531452
2162,0.012773565767531452
2163,0.012773565767531452
2164,0.012773565767531452
2165,0.012773565767531452
2166,0.012773565767531452
2167,0.012773565767531452
2168,0.012773565767531452
2169,0.0
2170,0.0
2171,0.0
2172,0.0
2173,0.0
2174,0.0
2175,0.0
2176,0.0
2177,0.03551026659720442
2178,0.03551026659720442
2179,0.03551026659720442
2180,0.03551026659720442
2181,0.03551026659720442
2182,0.03551026659720442
2183,0.03551026659720442
2184,0.03551026659720442
2185,0.029841942449848585
2186,0.029841942449848585
2187,0.029841942449848585
2188,0.029841942449848585
2189,0.029841942449848585
2190,0.029841942449848585
2191,0.029841942449848585
2192,0.029841942449848585
2193,0.017068376682317133
2194,0.017068376682317133
2195,0.017068376682317133
2196,0.017068376682317133
2197,0.017068376682317133
2198,0.017068376682317133
2199,0.017068376682317133
2200,0.017068376682317133
2201,0.05257864327952155
2202,0.05257864327952155
2203,0.05257864327952155
2204,0.05257864327952155
2205,0.05257864327952155
2206,0.05257864327952155
2207,0.05257864327952155
2208,0.05257864327952155
2209,0.0
2210,0.0
2211,0.0
2212,0.0
2213,0.0
2214,0.0
2215,0.0
2216,0.0
2217,0.0
2218,0.0
2219,0.0
2220,0.0
2221,0.0
2222,0.0
2223,0.0
2224,0.0
2225,0.0
2226,0.0
2227,0.0
2228,0.0
2229,0.0
2230,0.0
2231,0.0
2232,0.0
2233,0.0
2234,0.0
2235,0.0
2236,0.0
2237,0.0
2238,0.0
2239,0.0
2240,0.0
2241,0.0
2242,0.0
2243,0.0
2244,0.0
2245,0.0
2246,0.0
2247,0.0
2248,0.0
2249,0.0
2250,0.0
2251,0.0
2252,0.0
2253,0.0
2254,0.0
2255,0.0
2256,0.0
2257,0.029841942449848585
2258,0.029841942449848585
2259,0.029841942449848585
2260,0.029841942449848585
2261,0.029841942449848585
2262,0.029841942449848585
2263,0.029841942449848585
2264,0.029841942449848585
2265,0.0
2266,0.0
2267,0.0
2268,0.0
2269,0.0
2270,0.0
2271,0.0
2272,0.0
2273,0.0
2274,0.0
2275,0.0
2276,0.0
2277,0.0
2278,0.0
2279,0.0
2280,0.0
2281,0.017068376682317133
2282,0.017068376682317133
2283,0.017068376682317133
2284,0.017068376682317133
